"","date","county","state","fips","cases","deaths"
"580989","2020-09-29","Unknown","Maryland",NA,0,14
"580990","2020-09-29","Washington","Maryland",24043,1811,38
"580991","2020-09-29","Wicomico","Maryland",24045,1998,48
"580992","2020-09-29","Worcester","Maryland",24047,1054,27
"584209","2020-09-30","Allegany","Maryland",24001,474,23
"584210","2020-09-30","Anne Arundel","Maryland",24003,10129,250
"584211","2020-09-30","Baltimore","Maryland",24005,18017,632
"584212","2020-09-30","Baltimore city","Maryland",24510,15646,486
"584213","2020-09-30","Calvert","Maryland",24009,973,28
"584214","2020-09-30","Caroline","Maryland",24011,657,7
"584215","2020-09-30","Carroll","Maryland",24013,1968,126
"584216","2020-09-30","Cecil","Maryland",24015,1086,35
"584217","2020-09-30","Charles","Maryland",24017,2800,101
"584218","2020-09-30","Dorchester","Maryland",24019,594,10
"584219","2020-09-30","Frederick","Maryland",24021,4096,133
"584220","2020-09-30","Garrett","Maryland",24023,74,1
"584221","2020-09-30","Harford","Maryland",24025,3064,76
"584222","2020-09-30","Howard","Maryland",24027,5126,122
"584223","2020-09-30","Kent","Maryland",24029,307,24
"584224","2020-09-30","Montgomery","Maryland",24031,22624,849
"584225","2020-09-30","Prince George's","Maryland",24033,29865,828
"584226","2020-09-30","Queen Anne's","Maryland",24035,667,26
"584227","2020-09-30","Somerset","Maryland",24039,277,5
"584228","2020-09-30","St. Mary's","Maryland",24037,1310,57
"584229","2020-09-30","Talbot","Maryland",24041,568,6
"584230","2020-09-30","Unknown","Maryland",NA,0,10
"584231","2020-09-30","Washington","Maryland",24043,1827,39
"584232","2020-09-30","Wicomico","Maryland",24045,2009,48
"584233","2020-09-30","Worcester","Maryland",24047,1059,27
"587449","2020-10-01","Allegany","Maryland",24001,484,23
"587450","2020-10-01","Anne Arundel","Maryland",24003,10198,251
"587451","2020-10-01","Baltimore","Maryland",24005,18171,632
"587452","2020-10-01","Baltimore city","Maryland",24510,15810,486
"587453","2020-10-01","Calvert","Maryland",24009,981,28
"587454","2020-10-01","Caroline","Maryland",24011,659,7
"587455","2020-10-01","Carroll","Maryland",24013,1978,126
"587456","2020-10-01","Cecil","Maryland",24015,1091,35
"587457","2020-10-01","Charles","Maryland",24017,2821,101
"587458","2020-10-01","Dorchester","Maryland",24019,598,10
"587459","2020-10-01","Frederick","Maryland",24021,4125,133
"587460","2020-10-01","Garrett","Maryland",24023,75,1
"587461","2020-10-01","Harford","Maryland",24025,3090,76
"587462","2020-10-01","Howard","Maryland",24027,5155,122
"587463","2020-10-01","Kent","Maryland",24029,307,24
"587464","2020-10-01","Montgomery","Maryland",24031,22719,850
"587465","2020-10-01","Prince George's","Maryland",24033,29983,828
"587466","2020-10-01","Queen Anne's","Maryland",24035,670,26
"587467","2020-10-01","Somerset","Maryland",24039,282,5
"587468","2020-10-01","St. Mary's","Maryland",24037,1317,57
"587469","2020-10-01","Talbot","Maryland",24041,570,6
"587470","2020-10-01","Unknown","Maryland",NA,0,6
"587471","2020-10-01","Washington","Maryland",24043,1837,39
"587472","2020-10-01","Wicomico","Maryland",24045,2016,49
"587473","2020-10-01","Worcester","Maryland",24047,1060,28
"590690","2020-10-02","Allegany","Maryland",24001,484,23
"590691","2020-10-02","Anne Arundel","Maryland",24003,10276,252
"590692","2020-10-02","Baltimore","Maryland",24005,18236,632
"590693","2020-10-02","Baltimore city","Maryland",24510,15881,486
"590694","2020-10-02","Calvert","Maryland",24009,995,28
"590695","2020-10-02","Caroline","Maryland",24011,661,7
"590696","2020-10-02","Carroll","Maryland",24013,1990,126
"590697","2020-10-02","Cecil","Maryland",24015,1109,35
"590698","2020-10-02","Charles","Maryland",24017,2831,101
"590699","2020-10-02","Dorchester","Maryland",24019,608,10
"590700","2020-10-02","Frederick","Maryland",24021,4152,133
"590701","2020-10-02","Garrett","Maryland",24023,76,1
"590702","2020-10-02","Harford","Maryland",24025,3105,76
"590703","2020-10-02","Howard","Maryland",24027,5178,122
"590704","2020-10-02","Kent","Maryland",24029,307,24
"590705","2020-10-02","Montgomery","Maryland",24031,22850,851
"590706","2020-10-02","Prince George's","Maryland",24033,30159,827
"590707","2020-10-02","Queen Anne's","Maryland",24035,675,26
"590708","2020-10-02","Somerset","Maryland",24039,289,5
"590709","2020-10-02","St. Mary's","Maryland",24037,1330,57
"590710","2020-10-02","Talbot","Maryland",24041,574,6
"590711","2020-10-02","Unknown","Maryland",NA,0,5
"590712","2020-10-02","Washington","Maryland",24043,1848,39
"590713","2020-10-02","Wicomico","Maryland",24045,2025,49
"590714","2020-10-02","Worcester","Maryland",24047,1072,29
"593931","2020-10-03","Allegany","Maryland",24001,492,23
"593932","2020-10-03","Anne Arundel","Maryland",24003,10335,252
"593933","2020-10-03","Baltimore","Maryland",24005,18308,632
"593934","2020-10-03","Baltimore city","Maryland",24510,15915,486
"593935","2020-10-03","Calvert","Maryland",24009,1002,28
"593936","2020-10-03","Caroline","Maryland",24011,662,7
"593937","2020-10-03","Carroll","Maryland",24013,2003,126
"593938","2020-10-03","Cecil","Maryland",24015,1119,35
"593939","2020-10-03","Charles","Maryland",24017,2843,101
"593940","2020-10-03","Dorchester","Maryland",24019,613,10
"593941","2020-10-03","Frederick","Maryland",24021,4183,133
"593942","2020-10-03","Garrett","Maryland",24023,76,1
"593943","2020-10-03","Harford","Maryland",24025,3128,76
"593944","2020-10-03","Howard","Maryland",24027,5223,123
"593945","2020-10-03","Kent","Maryland",24029,310,24
"593946","2020-10-03","Montgomery","Maryland",24031,22933,849
"593947","2020-10-03","Prince George's","Maryland",24033,30159,828
"593948","2020-10-03","Queen Anne's","Maryland",24035,678,26
"593949","2020-10-03","Somerset","Maryland",24039,295,4
"593950","2020-10-03","St. Mary's","Maryland",24037,1337,57
"593951","2020-10-03","Talbot","Maryland",24041,577,6
"593952","2020-10-03","Unknown","Maryland",NA,0,12
"593953","2020-10-03","Washington","Maryland",24043,1857,39
"593954","2020-10-03","Wicomico","Maryland",24045,2056,49
"593955","2020-10-03","Worcester","Maryland",24047,1090,30
"597172","2020-10-04","Allegany","Maryland",24001,492,23
"597173","2020-10-04","Anne Arundel","Maryland",24003,10388,252
"597174","2020-10-04","Baltimore","Maryland",24005,18377,634
"597175","2020-10-04","Baltimore city","Maryland",24510,15971,486
"597176","2020-10-04","Calvert","Maryland",24009,1006,28
"597177","2020-10-04","Caroline","Maryland",24011,662,7
"597178","2020-10-04","Carroll","Maryland",24013,2006,126
"597179","2020-10-04","Cecil","Maryland",24015,1121,35
"597180","2020-10-04","Charles","Maryland",24017,2853,101
"597181","2020-10-04","Dorchester","Maryland",24019,614,10
"597182","2020-10-04","Frederick","Maryland",24021,4199,133
"597183","2020-10-04","Garrett","Maryland",24023,76,1
"597184","2020-10-04","Harford","Maryland",24025,3145,76
"597185","2020-10-04","Howard","Maryland",24027,5240,123
"597186","2020-10-04","Kent","Maryland",24029,311,24
"597187","2020-10-04","Montgomery","Maryland",24031,23016,849
"597188","2020-10-04","Prince George's","Maryland",24033,30378,830
"597189","2020-10-04","Queen Anne's","Maryland",24035,681,26
"597190","2020-10-04","Somerset","Maryland",24039,299,4
"597191","2020-10-04","St. Mary's","Maryland",24037,1343,58
"597192","2020-10-04","Talbot","Maryland",24041,578,6
"597193","2020-10-04","Unknown","Maryland",NA,0,8
"597194","2020-10-04","Washington","Maryland",24043,1861,39
"597195","2020-10-04","Wicomico","Maryland",24045,2085,49
"597196","2020-10-04","Worcester","Maryland",24047,1083,30
"600415","2020-10-05","Allegany","Maryland",24001,495,23
"600416","2020-10-05","Anne Arundel","Maryland",24003,10441,252
"600417","2020-10-05","Baltimore","Maryland",24005,18432,634
"600418","2020-10-05","Baltimore city","Maryland",24510,16040,486
"600419","2020-10-05","Calvert","Maryland",24009,1010,28
"600420","2020-10-05","Caroline","Maryland",24011,664,7
"600421","2020-10-05","Carroll","Maryland",24013,2011,126
"600422","2020-10-05","Cecil","Maryland",24015,1126,35
"600423","2020-10-05","Charles","Maryland",24017,2862,101
"600424","2020-10-05","Dorchester","Maryland",24019,615,10
"600425","2020-10-05","Frederick","Maryland",24021,4227,133
"600426","2020-10-05","Garrett","Maryland",24023,76,1
"600427","2020-10-05","Harford","Maryland",24025,3152,76
"600428","2020-10-05","Howard","Maryland",24027,5268,123
"600429","2020-10-05","Kent","Maryland",24029,311,24
"600430","2020-10-05","Montgomery","Maryland",24031,23119,850
"600431","2020-10-05","Prince George's","Maryland",24033,30453,830
"600432","2020-10-05","Queen Anne's","Maryland",24035,683,26
"600433","2020-10-05","Somerset","Maryland",24039,311,4
"600434","2020-10-05","St. Mary's","Maryland",24037,1348,58
"600435","2020-10-05","Talbot","Maryland",24041,579,6
"600436","2020-10-05","Unknown","Maryland",NA,0,9
"600437","2020-10-05","Washington","Maryland",24043,1862,40
"600438","2020-10-05","Wicomico","Maryland",24045,2100,49
"600439","2020-10-05","Worcester","Maryland",24047,1092,30
"603657","2020-10-06","Allegany","Maryland",24001,498,23
"603658","2020-10-06","Anne Arundel","Maryland",24003,10485,252
"603659","2020-10-06","Baltimore","Maryland",24005,18478,637
"603660","2020-10-06","Baltimore city","Maryland",24510,16073,486
"603661","2020-10-06","Calvert","Maryland",24009,1020,28
"603662","2020-10-06","Caroline","Maryland",24011,666,7
"603663","2020-10-06","Carroll","Maryland",24013,2025,126
"603664","2020-10-06","Cecil","Maryland",24015,1128,35
"603665","2020-10-06","Charles","Maryland",24017,2871,101
"603666","2020-10-06","Dorchester","Maryland",24019,616,10
"603667","2020-10-06","Frederick","Maryland",24021,4233,133
"603668","2020-10-06","Garrett","Maryland",24023,76,1
"603669","2020-10-06","Harford","Maryland",24025,3171,76
"603670","2020-10-06","Howard","Maryland",24027,5282,123
"603671","2020-10-06","Kent","Maryland",24029,313,24
"603672","2020-10-06","Montgomery","Maryland",24031,23175,850
"603673","2020-10-06","Prince George's","Maryland",24033,30519,831
"603674","2020-10-06","Queen Anne's","Maryland",24035,685,26
"603675","2020-10-06","Somerset","Maryland",24039,323,4
"603676","2020-10-06","St. Mary's","Maryland",24037,1357,58
"603677","2020-10-06","Talbot","Maryland",24041,579,6
"603678","2020-10-06","Unknown","Maryland",NA,0,10
"603679","2020-10-06","Washington","Maryland",24043,1897,41
"603680","2020-10-06","Wicomico","Maryland",24045,2117,49
"603681","2020-10-06","Worcester","Maryland",24047,1104,30
"606900","2020-10-07","Allegany","Maryland",24001,501,23
"606901","2020-10-07","Anne Arundel","Maryland",24003,10539,254
"606902","2020-10-07","Baltimore","Maryland",24005,18545,639
"606903","2020-10-07","Baltimore city","Maryland",24510,16117,488
"606904","2020-10-07","Calvert","Maryland",24009,1033,28
"606905","2020-10-07","Caroline","Maryland",24011,668,7
"606906","2020-10-07","Carroll","Maryland",24013,2037,126
"606907","2020-10-07","Cecil","Maryland",24015,1135,35
"606908","2020-10-07","Charles","Maryland",24017,2880,101
"606909","2020-10-07","Dorchester","Maryland",24019,617,10
"606910","2020-10-07","Frederick","Maryland",24021,4257,134
"606911","2020-10-07","Garrett","Maryland",24023,76,1
"606912","2020-10-07","Harford","Maryland",24025,3195,76
"606913","2020-10-07","Howard","Maryland",24027,5298,122
"606914","2020-10-07","Kent","Maryland",24029,317,24
"606915","2020-10-07","Montgomery","Maryland",24031,23234,851
"606916","2020-10-07","Prince George's","Maryland",24033,30599,831
"606917","2020-10-07","Queen Anne's","Maryland",24035,689,26
"606918","2020-10-07","Somerset","Maryland",24039,325,4
"606919","2020-10-07","St. Mary's","Maryland",24037,1360,58
"606920","2020-10-07","Talbot","Maryland",24041,578,6
"606921","2020-10-07","Unknown","Maryland",NA,0,9
"606922","2020-10-07","Washington","Maryland",24043,1917,41
"606923","2020-10-07","Wicomico","Maryland",24045,2135,49
"606924","2020-10-07","Worcester","Maryland",24047,1106,30
"610142","2020-10-08","Allegany","Maryland",24001,504,23
"610143","2020-10-08","Anne Arundel","Maryland",24003,10584,254
"610144","2020-10-08","Baltimore","Maryland",24005,18691,640
"610145","2020-10-08","Baltimore city","Maryland",24510,16280,489
"610146","2020-10-08","Calvert","Maryland",24009,1042,28
"610147","2020-10-08","Caroline","Maryland",24011,674,7
"610148","2020-10-08","Carroll","Maryland",24013,2046,126
"610149","2020-10-08","Cecil","Maryland",24015,1140,36
"610150","2020-10-08","Charles","Maryland",24017,2890,101
"610151","2020-10-08","Dorchester","Maryland",24019,622,10
"610152","2020-10-08","Frederick","Maryland",24021,4287,134
"610153","2020-10-08","Garrett","Maryland",24023,76,1
"610154","2020-10-08","Harford","Maryland",24025,3211,76
"610155","2020-10-08","Howard","Maryland",24027,5328,123
"610156","2020-10-08","Kent","Maryland",24029,318,24
"610157","2020-10-08","Montgomery","Maryland",24031,23333,852
"610158","2020-10-08","Prince George's","Maryland",24033,30729,833
"610159","2020-10-08","Queen Anne's","Maryland",24035,692,26
"610160","2020-10-08","Somerset","Maryland",24039,329,4
"610161","2020-10-08","St. Mary's","Maryland",24037,1363,58
"610162","2020-10-08","Talbot","Maryland",24041,584,6
"610163","2020-10-08","Unknown","Maryland",NA,0,8
"610164","2020-10-08","Washington","Maryland",24043,1926,41
"610165","2020-10-08","Wicomico","Maryland",24045,2157,49
"610166","2020-10-08","Worcester","Maryland",24047,1113,30
"613384","2020-10-09","Allegany","Maryland",24001,506,23
"613385","2020-10-09","Anne Arundel","Maryland",24003,10667,255
"613386","2020-10-09","Baltimore","Maryland",24005,18815,642
"613387","2020-10-09","Baltimore city","Maryland",24510,16371,491
"613388","2020-10-09","Calvert","Maryland",24009,1048,28
"613389","2020-10-09","Caroline","Maryland",24011,677,7
"613390","2020-10-09","Carroll","Maryland",24013,2054,126
"613391","2020-10-09","Cecil","Maryland",24015,1149,36
"613392","2020-10-09","Charles","Maryland",24017,2906,101
"613393","2020-10-09","Dorchester","Maryland",24019,625,10
"613394","2020-10-09","Frederick","Maryland",24021,4305,134
"613395","2020-10-09","Garrett","Maryland",24023,76,1
"613396","2020-10-09","Harford","Maryland",24025,3231,76
"613397","2020-10-09","Howard","Maryland",24027,5363,123
"613398","2020-10-09","Kent","Maryland",24029,320,24
"613399","2020-10-09","Montgomery","Maryland",24031,23443,854
"613400","2020-10-09","Prince George's","Maryland",24033,30874,833
"613401","2020-10-09","Queen Anne's","Maryland",24035,692,26
"613402","2020-10-09","Somerset","Maryland",24039,335,4
"613403","2020-10-09","St. Mary's","Maryland",24037,1361,58
"613404","2020-10-09","Talbot","Maryland",24041,583,6
"613405","2020-10-09","Unknown","Maryland",NA,0,12
"613406","2020-10-09","Washington","Maryland",24043,1955,41
"613407","2020-10-09","Wicomico","Maryland",24045,2175,49
"613408","2020-10-09","Worcester","Maryland",24047,1121,30
"616625","2020-10-10","Allegany","Maryland",24001,513,23
"616626","2020-10-10","Anne Arundel","Maryland",24003,10744,255
"616627","2020-10-10","Baltimore","Maryland",24005,18910,642
"616628","2020-10-10","Baltimore city","Maryland",24510,16407,491
"616629","2020-10-10","Calvert","Maryland",24009,1058,28
"616630","2020-10-10","Caroline","Maryland",24011,680,7
"616631","2020-10-10","Carroll","Maryland",24013,2072,126
"616632","2020-10-10","Cecil","Maryland",24015,1164,36
"616633","2020-10-10","Charles","Maryland",24017,2924,101
"616634","2020-10-10","Dorchester","Maryland",24019,633,10
"616635","2020-10-10","Frederick","Maryland",24021,4322,134
"616636","2020-10-10","Garrett","Maryland",24023,79,1
"616637","2020-10-10","Harford","Maryland",24025,3250,76
"616638","2020-10-10","Howard","Maryland",24027,5397,123
"616639","2020-10-10","Kent","Maryland",24029,322,24
"616640","2020-10-10","Montgomery","Maryland",24031,23545,855
"616641","2020-10-10","Prince George's","Maryland",24033,30874,833
"616642","2020-10-10","Queen Anne's","Maryland",24035,700,26
"616643","2020-10-10","Somerset","Maryland",24039,341,4
"616644","2020-10-10","St. Mary's","Maryland",24037,1363,58
"616645","2020-10-10","Talbot","Maryland",24041,583,6
"616646","2020-10-10","Unknown","Maryland",NA,0,16
"616647","2020-10-10","Washington","Maryland",24043,1972,41
"616648","2020-10-10","Wicomico","Maryland",24045,2190,49
"616649","2020-10-10","Worcester","Maryland",24047,1126,30
"619867","2020-10-11","Allegany","Maryland",24001,524,23
"619868","2020-10-11","Anne Arundel","Maryland",24003,10800,257
"619869","2020-10-11","Baltimore","Maryland",24005,18997,645
"619870","2020-10-11","Baltimore city","Maryland",24510,16465,493
"619871","2020-10-11","Calvert","Maryland",24009,1067,28
"619872","2020-10-11","Caroline","Maryland",24011,683,8
"619873","2020-10-11","Carroll","Maryland",24013,2082,126
"619874","2020-10-11","Cecil","Maryland",24015,1169,36
"619875","2020-10-11","Charles","Maryland",24017,2937,101
"619876","2020-10-11","Dorchester","Maryland",24019,639,10
"619877","2020-10-11","Frederick","Maryland",24021,4348,135
"619878","2020-10-11","Garrett","Maryland",24023,81,1
"619879","2020-10-11","Harford","Maryland",24025,3266,77
"619880","2020-10-11","Howard","Maryland",24027,5428,123
"619881","2020-10-11","Kent","Maryland",24029,324,24
"619882","2020-10-11","Montgomery","Maryland",24031,23641,855
"619883","2020-10-11","Prince George's","Maryland",24033,31066,836
"619884","2020-10-11","Queen Anne's","Maryland",24035,705,26
"619885","2020-10-11","Somerset","Maryland",24039,342,4
"619886","2020-10-11","St. Mary's","Maryland",24037,1370,58
"619887","2020-10-11","Talbot","Maryland",24041,587,6
"619888","2020-10-11","Unknown","Maryland",NA,0,7
"619889","2020-10-11","Washington","Maryland",24043,1986,41
"619890","2020-10-11","Wicomico","Maryland",24045,2216,49
"619891","2020-10-11","Worcester","Maryland",24047,1130,30
"623110","2020-10-12","Allegany","Maryland",24001,525,23
"623111","2020-10-12","Anne Arundel","Maryland",24003,10887,257
"623112","2020-10-12","Baltimore","Maryland",24005,19066,645
"623113","2020-10-12","Baltimore city","Maryland",24510,16525,493
"623114","2020-10-12","Calvert","Maryland",24009,1074,28
"623115","2020-10-12","Caroline","Maryland",24011,683,8
"623116","2020-10-12","Carroll","Maryland",24013,2089,126
"623117","2020-10-12","Cecil","Maryland",24015,1173,36
"623118","2020-10-12","Charles","Maryland",24017,2944,101
"623119","2020-10-12","Dorchester","Maryland",24019,642,10
"623120","2020-10-12","Frederick","Maryland",24021,4367,135
"623121","2020-10-12","Garrett","Maryland",24023,82,1
"623122","2020-10-12","Harford","Maryland",24025,3276,77
"623123","2020-10-12","Howard","Maryland",24027,5465,123
"623124","2020-10-12","Kent","Maryland",24029,324,24
"623125","2020-10-12","Montgomery","Maryland",24031,23736,855
"623126","2020-10-12","Prince George's","Maryland",24033,31137,837
"623127","2020-10-12","Queen Anne's","Maryland",24035,705,26
"623128","2020-10-12","Somerset","Maryland",24039,343,4
"623129","2020-10-12","St. Mary's","Maryland",24037,1371,59
"623130","2020-10-12","Talbot","Maryland",24041,589,6
"623131","2020-10-12","Unknown","Maryland",NA,0,9
"623132","2020-10-12","Washington","Maryland",24043,1993,41
"623133","2020-10-12","Wicomico","Maryland",24045,2230,49
"623134","2020-10-12","Worcester","Maryland",24047,1131,30
"626352","2020-10-13","Allegany","Maryland",24001,528,23
"626353","2020-10-13","Anne Arundel","Maryland",24003,10927,258
"626354","2020-10-13","Baltimore","Maryland",24005,19125,647
"626355","2020-10-13","Baltimore city","Maryland",24510,16560,494
"626356","2020-10-13","Calvert","Maryland",24009,1075,28
"626357","2020-10-13","Caroline","Maryland",24011,684,8
"626358","2020-10-13","Carroll","Maryland",24013,2095,126
"626359","2020-10-13","Cecil","Maryland",24015,1180,36
"626360","2020-10-13","Charles","Maryland",24017,2949,101
"626361","2020-10-13","Dorchester","Maryland",24019,642,10
"626362","2020-10-13","Frederick","Maryland",24021,4387,135
"626363","2020-10-13","Garrett","Maryland",24023,82,1
"626364","2020-10-13","Harford","Maryland",24025,3292,77
"626365","2020-10-13","Howard","Maryland",24027,5479,123
"626366","2020-10-13","Kent","Maryland",24029,327,24
"626367","2020-10-13","Montgomery","Maryland",24031,23857,856
"626368","2020-10-13","Prince George's","Maryland",24033,31253,839
"626369","2020-10-13","Queen Anne's","Maryland",24035,706,26
"626370","2020-10-13","Somerset","Maryland",24039,345,4
"626371","2020-10-13","St. Mary's","Maryland",24037,1373,59
"626372","2020-10-13","Talbot","Maryland",24041,589,6
"626373","2020-10-13","Unknown","Maryland",NA,0,11
"626374","2020-10-13","Washington","Maryland",24043,2008,41
"626375","2020-10-13","Wicomico","Maryland",24045,2242,49
"626376","2020-10-13","Worcester","Maryland",24047,1134,30
"629596","2020-10-14","Allegany","Maryland",24001,536,23
"629597","2020-10-14","Anne Arundel","Maryland",24003,10998,260
"629598","2020-10-14","Baltimore","Maryland",24005,19199,647
"629599","2020-10-14","Baltimore city","Maryland",24510,16601,495
"629600","2020-10-14","Calvert","Maryland",24009,1079,28
"629601","2020-10-14","Caroline","Maryland",24011,686,8
"629602","2020-10-14","Carroll","Maryland",24013,2102,127
"629603","2020-10-14","Cecil","Maryland",24015,1191,36
"629604","2020-10-14","Charles","Maryland",24017,2964,101
"629605","2020-10-14","Dorchester","Maryland",24019,644,10
"629606","2020-10-14","Frederick","Maryland",24021,4407,135
"629607","2020-10-14","Garrett","Maryland",24023,87,1
"629608","2020-10-14","Harford","Maryland",24025,3321,77
"629609","2020-10-14","Howard","Maryland",24027,5493,123
"629610","2020-10-14","Kent","Maryland",24029,327,24
"629611","2020-10-14","Montgomery","Maryland",24031,23966,859
"629612","2020-10-14","Prince George's","Maryland",24033,31343,840
"629613","2020-10-14","Queen Anne's","Maryland",24035,712,26
"629614","2020-10-14","Somerset","Maryland",24039,358,4
"629615","2020-10-14","St. Mary's","Maryland",24037,1375,59
"629616","2020-10-14","Talbot","Maryland",24041,593,6
"629617","2020-10-14","Unknown","Maryland",NA,0,13
"629618","2020-10-14","Washington","Maryland",24043,2039,41
"629619","2020-10-14","Wicomico","Maryland",24045,2248,49
"629620","2020-10-14","Worcester","Maryland",24047,1144,30
"632841","2020-10-15","Allegany","Maryland",24001,538,23
"632842","2020-10-15","Anne Arundel","Maryland",24003,11065,262
"632843","2020-10-15","Baltimore","Maryland",24005,19298,649
"632844","2020-10-15","Baltimore city","Maryland",24510,16664,494
"632845","2020-10-15","Calvert","Maryland",24009,1083,28
"632846","2020-10-15","Caroline","Maryland",24011,688,8
"632847","2020-10-15","Carroll","Maryland",24013,2111,128
"632848","2020-10-15","Cecil","Maryland",24015,1193,36
"632849","2020-10-15","Charles","Maryland",24017,2985,101
"632850","2020-10-15","Dorchester","Maryland",24019,653,10
"632851","2020-10-15","Frederick","Maryland",24021,4444,137
"632852","2020-10-15","Garrett","Maryland",24023,88,1
"632853","2020-10-15","Harford","Maryland",24025,3339,77
"632854","2020-10-15","Howard","Maryland",24027,5514,123
"632855","2020-10-15","Kent","Maryland",24029,328,24
"632856","2020-10-15","Montgomery","Maryland",24031,24055,860
"632857","2020-10-15","Prince George's","Maryland",24033,31475,841
"632858","2020-10-15","Queen Anne's","Maryland",24035,715,26
"632859","2020-10-15","Somerset","Maryland",24039,363,5
"632860","2020-10-15","St. Mary's","Maryland",24037,1382,59
"632861","2020-10-15","Talbot","Maryland",24041,596,6
"632862","2020-10-15","Unknown","Maryland",NA,0,9
"632863","2020-10-15","Washington","Maryland",24043,2054,42
"632864","2020-10-15","Wicomico","Maryland",24045,2259,49
"632865","2020-10-15","Worcester","Maryland",24047,1152,30
"636087","2020-10-16","Allegany","Maryland",24001,543,23
"636088","2020-10-16","Anne Arundel","Maryland",24003,11163,262
"636089","2020-10-16","Baltimore","Maryland",24005,19426,650
"636090","2020-10-16","Baltimore city","Maryland",24510,16698,495
"636091","2020-10-16","Calvert","Maryland",24009,1099,28
"636092","2020-10-16","Caroline","Maryland",24011,687,8
"636093","2020-10-16","Carroll","Maryland",24013,2123,128
"636094","2020-10-16","Cecil","Maryland",24015,1245,36
"636095","2020-10-16","Charles","Maryland",24017,2993,101
"636096","2020-10-16","Dorchester","Maryland",24019,661,10
"636097","2020-10-16","Frederick","Maryland",24021,4472,137
"636098","2020-10-16","Garrett","Maryland",24023,94,1
"636099","2020-10-16","Harford","Maryland",24025,3357,77
"636100","2020-10-16","Howard","Maryland",24027,5540,123
"636101","2020-10-16","Kent","Maryland",24029,328,24
"636102","2020-10-16","Montgomery","Maryland",24031,24214,860
"636103","2020-10-16","Prince George's","Maryland",24033,31582,841
"636104","2020-10-16","Queen Anne's","Maryland",24035,720,26
"636105","2020-10-16","Somerset","Maryland",24039,368,5
"636106","2020-10-16","St. Mary's","Maryland",24037,1385,59
"636107","2020-10-16","Talbot","Maryland",24041,602,6
"636108","2020-10-16","Unknown","Maryland",NA,0,11
"636109","2020-10-16","Washington","Maryland",24043,2075,42
"636110","2020-10-16","Wicomico","Maryland",24045,2287,49
"636111","2020-10-16","Worcester","Maryland",24047,1160,30
"639333","2020-10-17","Allegany","Maryland",24001,551,23
"639334","2020-10-17","Anne Arundel","Maryland",24003,11234,263
"639335","2020-10-17","Baltimore","Maryland",24005,19517,653
"639336","2020-10-17","Baltimore city","Maryland",24510,16790,496
"639337","2020-10-17","Calvert","Maryland",24009,1114,28
"639338","2020-10-17","Caroline","Maryland",24011,699,8
"639339","2020-10-17","Carroll","Maryland",24013,2131,128
"639340","2020-10-17","Cecil","Maryland",24015,1263,36
"639341","2020-10-17","Charles","Maryland",24017,3009,101
"639342","2020-10-17","Dorchester","Maryland",24019,679,10
"639343","2020-10-17","Frederick","Maryland",24021,4506,137
"639344","2020-10-17","Garrett","Maryland",24023,96,1
"639345","2020-10-17","Harford","Maryland",24025,3378,77
"639346","2020-10-17","Howard","Maryland",24027,5572,123
"639347","2020-10-17","Kent","Maryland",24029,328,24
"639348","2020-10-17","Montgomery","Maryland",24031,24331,860
"639349","2020-10-17","Prince George's","Maryland",24033,31582,843
"639350","2020-10-17","Queen Anne's","Maryland",24035,726,26
"639351","2020-10-17","Somerset","Maryland",24039,377,5
"639352","2020-10-17","St. Mary's","Maryland",24037,1392,59
"639353","2020-10-17","Talbot","Maryland",24041,610,6
"639354","2020-10-17","Unknown","Maryland",NA,0,8
"639355","2020-10-17","Washington","Maryland",24043,2093,42
"639356","2020-10-17","Wicomico","Maryland",24045,2320,49
"639357","2020-10-17","Worcester","Maryland",24047,1165,30
"642580","2020-10-18","Allegany","Maryland",24001,561,23
"642581","2020-10-18","Anne Arundel","Maryland",24003,11277,263
"642582","2020-10-18","Baltimore","Maryland",24005,19588,653
"642583","2020-10-18","Baltimore city","Maryland",24510,16859,496
"642584","2020-10-18","Calvert","Maryland",24009,1118,28
"642585","2020-10-18","Caroline","Maryland",24011,704,8
"642586","2020-10-18","Carroll","Maryland",24013,2140,128
"642587","2020-10-18","Cecil","Maryland",24015,1270,36
"642588","2020-10-18","Charles","Maryland",24017,3020,101
"642589","2020-10-18","Dorchester","Maryland",24019,687,10
"642590","2020-10-18","Frederick","Maryland",24021,4527,137
"642591","2020-10-18","Garrett","Maryland",24023,100,1
"642592","2020-10-18","Harford","Maryland",24025,3399,78
"642593","2020-10-18","Howard","Maryland",24027,5586,123
"642594","2020-10-18","Kent","Maryland",24029,331,24
"642595","2020-10-18","Montgomery","Maryland",24031,24435,860
"642596","2020-10-18","Prince George's","Maryland",24033,31813,845
"642597","2020-10-18","Queen Anne's","Maryland",24035,735,26
"642598","2020-10-18","Somerset","Maryland",24039,383,5
"642599","2020-10-18","St. Mary's","Maryland",24037,1395,59
"642600","2020-10-18","Talbot","Maryland",24041,619,6
"642601","2020-10-18","Unknown","Maryland",NA,0,6
"642602","2020-10-18","Washington","Maryland",24043,2099,42
"642603","2020-10-18","Wicomico","Maryland",24045,2337,49
"642604","2020-10-18","Worcester","Maryland",24047,1166,30
"645827","2020-10-19","Allegany","Maryland",24001,569,23
"645828","2020-10-19","Anne Arundel","Maryland",24003,11348,263
